"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"2642","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","e"
"1874","f","f","g","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","e"
"2264","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","n","y","e"
"7392","x","s","g","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"3333","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","e"
"874","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","e"
"2502","x","f","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","e"
"5515","x","y","p","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1617","x","s","w","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1418","x","s","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","e"
"686","x","y","w","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2647","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","e"
"152","x","s","n","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"2828","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"1619","x","s","n","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","e"
"5177","f","s","p","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"344","f","f","y","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1047","x","f","g","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"166","f","y","y","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"1660","x","f","w","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"697","b","s","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"320","f","s","w","TRUE","l","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1632","f","f","w","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","e"
"3717","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","e"
"3115","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","e"
"1326","f","s","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"3392","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","e"
"7971","x","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","y","c","e"
"2853","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","e"
"2586","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","e"
"1204","f","s","n","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1570","f","s","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","e"
"5979","x","f","n","FALSE","n","FALSE","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","e"
"1669","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","e"
"824","x","s","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2206","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1088","x","y","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1126","x","f","w","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"3588","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","e"
"2656","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","v","e"
"3077","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","e"
"211","x","s","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"97","f","y","n","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","e"
"74","x","y","n","TRUE","a","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"2742","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","e"
"1114","f","f","w","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","e"
"858","b","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2805","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","e"
"1392","x","s","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","e"
"2","x","s","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"780","b","y","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"215","f","y","y","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"1117","f","f","g","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","e"
"2931","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"2265","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","k","y","e"
"1477","f","s","n","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"2216","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"3506","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","v","e"
"544","x","y","y","TRUE","a","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"2245","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","e"
"3616","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","e"
"2476","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","e"
"653","f","y","y","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","e"
"519","x","y","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2466","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1501","f","f","n","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1581","f","f","w","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"2735","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","k","y","e"
"2093","b","s","w","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"257","f","f","n","FALSE","n","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","e"
"1975","f","s","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
"7815","x","s","w","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"793","x","y","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1620","x","f","n","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"2052","x","y","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3666","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","e"
"1574","f","s","n","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","e"
"7237","b","s","g","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
"941","b","y","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"138","x","y","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3410","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","e"
"2273","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","e"
"3208","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","e"
"2815","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","e"
"354","b","s","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2546","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","e"
"5336","x","y","c","FALSE","n","FALSE","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","e"
"1671","x","y","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1159","f","f","w","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"2506","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","e"
"2665","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","e"
"7080","f","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","n","c","e"
"1051","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","v","e"
"7222","f","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","y","v","e"
"1514","x","y","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1298","x","s","g","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"3421","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","e"
"3862","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","e"
"5884","k","y","n","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"1043","x","f","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1689","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","e"
"2275","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"1342","f","f","n","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"7360","x","f","w","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"3414","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","e"
"3806","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","e"
"5080","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","y","e"
"927","x","s","g","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","e"
"2037","x","s","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","e"
"2100","x","s","n","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","e"
"342","b","y","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"260","b","y","w","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"7440","x","f","g","FALSE","n","FALSE","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"349","f","s","g","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","e"
"2672","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","e"
"1968","f","s","n","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","e"
"306","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","e"
"1568","x","s","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"2123","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","e"
"7329","b","s","w","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"2785","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","e"
"2156","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","e"
"419","x","y","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2676","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","e"
"184","x","s","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3245","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","e"
"3093","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","e"
"1443","f","f","n","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"2772","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1472","f","s","g","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"497","f","f","w","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"4789","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","e"
"3771","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","e"
"5385","x","f","c","FALSE","n","FALSE","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","e"
"1199","x","s","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"3761","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","e"
"2757","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"3221","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","e"
"15","x","f","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"7633","x","s","w","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"6907","k","s","g","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","e"
"3130","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","e"
"398","x","y","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2048","x","f","n","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","e"
"2393","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","v","e"
"1832","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","e"
"7975","b","f","w","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7042","f","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","n","v","e"
"1277","x","f","n","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"3144","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","e"
"13","b","s","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1302","x","f","g","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","e"
"8086","k","f","w","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"5938","f","y","p","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"8106","k","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","y","v","e"
"3521","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","e"
"3039","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","e"
"935","x","f","n","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","k","y","e"
"2612","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","v","e"
"2966","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","v","e"
"3878","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","e"
"7389","k","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","y","v","e"
"81","x","s","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
"5850","k","s","n","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"1945","f","s","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1794","f","f","n","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","e"
"3099","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","n","y","e"
"2794","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","e"
"5715","f","y","w","FALSE","n","FALSE","c","n","u","e","?","s","f","w","w","p","w","o","f","h","v","e"
"2981","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","n","v","e"
"1139","f","f","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1328","f","s","g","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","n","a","e"
"6763","k","f","g","FALSE","n","FALSE","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"3113","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","e"
"3504","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","e"
"3724","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"2582","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","e"
"5151","x","s","b","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"2087","f","f","n","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"339","x","f","g","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","n","v","e"
"3777","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","n","y","e"
"2486","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","e"
"2968","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","e"
"1743","f","s","g","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"2839","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","e"
"5600","x","y","w","FALSE","n","FALSE","c","n","w","e","?","s","f","w","w","p","w","o","f","h","y","e"
"2518","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","e"
"459","f","y","y","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"1624","f","s","g","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
